id,category,name,price_tier,neighborhood,opening hour,closing hour,average_rating,good_for_kids
722,Spanish,Five Guys,Cheap,West Village,10:30,21:00,1,FALSE
723,Mexican,Chipotle,Expensive,Chelsea,11:30,17:00,2,TRUE
724,Indian,ilili,Cheap,Tribeca,9:00,17:00,4,TRUE
725,Indian,Su Jeo,Cheap,West Village,11:00,21:00,3,FALSE
726,Italian,Antoya,Expensive,Gramercy,11:00,17:00,5,TRUE
727,Korean,Antoya,Cheap,Soho,9:30,18:00,3,TRUE
728,Indian,Hello Saigon,Expensive,Greenwich Village,11:30,20:00,3,TRUE
729,Spanish,Big Wong,Expensive,East Village,10:00,21:00,5,FALSE
730,Korean,Chipotle,Expensive,Lower East Side,10:00,18:00,3,TRUE
731,Chinese,Tartinery,Expensive,East Village,9:30,18:00,1,TRUE
732,Thai,Big Wong,Medium,East Village,9:30,16:00,4,TRUE
733,Mexican,Bo Ky,Cheap,Upper East Side,11:30,20:00,1,TRUE
734,Italian,Take31,Cheap,Upper West Side,9:30,18:00,5,FALSE
735,Indian,Wendy's,Medium,East Village,11:30,17:00,2,TRUE
736,Italian,Take31,Medium,Greenwich Village,9:00,16:00,1,FALSE
737,Korean,Temple Court,Expensive,Soho,11:30,20:00,2,FALSE
738,Chinese,Kimura,Cheap,Lower East Side,11:30,18:00,1,FALSE
739,Indian,Witherspoon Grill,Expensive,Flushing,10:00,18:00,1,TRUE
740,Indian,Witherspoon Grill,Medium,Lower East Side,11:30,17:00,1,FALSE
741,Mexican,Hello Saigon,Medium,Upper West Side,11:30,18:00,2,FALSE
742,Mexican,Don Angie,Expensive,Greenwich Village,9:00,16:00,3,FALSE
743,Spanish,Tartinery,Cheap,Upper West Side,9:30,20:00,2,FALSE
744,Japanese,Gelso & Grand,Expensive,Upper East Side,10:00,17:00,3,FALSE
745,Mexican,Wendy's,Medium,Little Italy,11:30,20:00,3,FALSE
746,Mexican,Five Guys,Medium,Soho,10:00,17:00,3,FALSE
747,Spanish,Chipotle,Medium,Upper East Side,10:00,18:00,5,FALSE
748,Korean,Fish Cheeks,Expensive,Tribeca,11:30,17:00,3,FALSE
749,Indian,MayRee,Cheap,Lower East Side,11:30,16:00,3,TRUE
750,Thai,Wendy's,Cheap,West Village,11:30,17:00,4,FALSE
751,Mexican,Bonqueria,Expensive,West Village,11:00,21:00,4,TRUE
752,Korean,Kimura,Medium,Tribeca,9:00,16:00,5,TRUE
753,Spanish,Tartinery,Expensive,Soho,10:00,17:00,4,FALSE
754,Chinese,Bo Ky,Cheap,Soho,9:30,20:00,1,TRUE
755,Indian,Don Angie,Medium,Chelsea,10:00,18:00,2,TRUE
756,Korean,Fish Cheeks,Cheap,Gramercy,11:30,20:00,1,FALSE
757,Korean,Tartinery,Expensive,Flushing,9:30,21:00,1,TRUE
758,Spanish,Wendy's,Medium,Soho,11:00,16:00,5,TRUE
759,Indian,Big Wong,Cheap,Gramercy,11:30,18:00,2,FALSE
760,Chinese,Chipotle,Medium,Tribeca,9:00,16:00,3,TRUE
761,Japanese,Temple Court,Medium,East Village,11:30,17:00,4,TRUE
762,Mexican,Essential by Chris,Medium,West Village,9:00,18:00,3,FALSE
763,Indian,Five Guys,Medium,Lower East Side,10:30,20:00,5,FALSE
764,Mexican,Take31,Expensive,Soho,11:00,18:00,5,FALSE
765,Chinese,Witherspoon Grill,Cheap,Upper East Side,9:00,18:00,4,FALSE
766,Thai,Gelso & Grand,Medium,Soho,10:00,17:00,3,TRUE
767,Korean,Kimura,Cheap,Tribeca,11:00,18:00,4,TRUE
768,Mexican,Chipotle,Medium,West Village,10:30,18:00,3,FALSE
769,Thai,Bo Ky,Cheap,Flushing,10:00,20:00,2,TRUE
770,Thai,Big Wong,Expensive,Gramercy,10:30,18:00,1,FALSE
771,Thai,Big Wong,Cheap,Flushing,11:30,20:00,5,FALSE
772,Korean,Wendy's,Expensive,Flushing,9:00,17:00,4,FALSE
773,Mexican,Hello Saigon,Cheap,Lower East Side,9:30,20:00,1,FALSE
774,Thai,Kimura,Cheap,Lower East Side,9:00,20:00,1,TRUE
775,Japanese,Big Wong,Expensive,Tribeca,11:30,16:00,4,TRUE
776,Indian,Essential by Chris,Cheap,Gramercy,9:00,16:00,4,FALSE
777,Spanish,Su Jeo,Cheap,Chelsea,10:30,18:00,5,TRUE
778,Chinese,Witherspoon Grill,Expensive,East Village,10:30,18:00,2,FALSE
779,Japanese,ilili,Cheap,West Village,11:30,18:00,4,FALSE
780,Korean,Chipotle,Medium,Tribeca,11:30,16:00,3,TRUE
781,Thai,Gelso & Grand,Expensive,Greenwich Village,11:00,18:00,4,TRUE
782,Mexican,Fish Cheeks,Cheap,Upper West Side,10:00,17:00,3,TRUE
783,Italian,ilili,Expensive,Little Italy,11:30,16:00,2,TRUE
784,Italian,Kimura,Expensive,East Village,10:30,18:00,3,TRUE
785,Korean,ilili,Cheap,Greenwich Village,10:00,17:00,1,TRUE
786,Thai,Kimura,Cheap,Tribeca,10:00,17:00,4,TRUE
787,Korean,Temple Court,Medium,Gramercy,11:00,17:00,3,TRUE
788,Thai,Gelso & Grand,Expensive,Greenwich Village,10:30,18:00,2,FALSE
789,Chinese,Five Guys,Medium,Upper East Side,9:00,17:00,5,TRUE
790,Spanish,Temple Court,Medium,Lower East Side,10:00,17:00,3,TRUE
791,Chinese,Fish Cheeks,Cheap,Upper West Side,11:00,17:00,3,TRUE
792,Italian,Take31,Medium,Lower East Side,11:00,20:00,2,FALSE
793,Italian,Bonqueria,Medium,East Village,9:00,17:00,1,TRUE
794,Indian,Bo Ky,Expensive,Upper West Side,11:30,18:00,5,TRUE
795,Mexican,Bo Ky,Expensive,Flushing,11:00,21:00,3,TRUE
796,Japanese,Don Angie,Medium,West Village,11:00,20:00,2,FALSE
797,Thai,Essential by Chris,Expensive,East Village,11:00,20:00,4,FALSE
798,Mexican,Chipotle,Medium,West Village,10:00,21:00,1,TRUE
799,Mexican,Don Angie,Medium,Soho,10:00,20:00,4,TRUE
800,Korean,Witherspoon Grill,Expensive,West Village,11:30,17:00,3,FALSE
801,Indian,Witherspoon Grill,Medium,Upper West Side,11:30,17:00,5,FALSE
802,Spanish,Big Wong,Expensive,East Village,11:00,18:00,5,TRUE
803,Japanese,Don Angie,Expensive,Upper West Side,11:30,18:00,1,TRUE
804,Thai,Temple Court,Cheap,Gramercy,10:30,18:00,1,TRUE
805,Italian,Don Angie,Medium,East Village,11:30,20:00,4,TRUE
806,Indian,Antoya,Medium,West Village,11:30,17:00,1,FALSE
807,Japanese,Big Wong,Medium,Chelsea,11:00,20:00,4,FALSE
808,Italian,Gelso & Grand,Medium,Upper East Side,11:30,20:00,4,FALSE
809,Indian,Take31,Medium,Little Italy,11:30,20:00,1,FALSE
810,Chinese,Gelso & Grand,Expensive,Chelsea,9:30,16:00,2,TRUE
811,Japanese,Bo Ky,Cheap,Soho,11:00,16:00,3,TRUE
812,Chinese,Fish Cheeks,Medium,Upper East Side,11:30,16:00,3,TRUE
813,Chinese,Essential by Chris,Cheap,East Village,11:00,17:00,4,TRUE
814,Mexican,Fish Cheeks,Medium,West Village,10:30,17:00,1,FALSE
815,Japanese,Chipotle,Expensive,Greenwich Village,9:30,16:00,4,FALSE
816,Indian,Wendy's,Expensive,Upper West Side,9:30,17:00,4,TRUE
817,Korean,Five Guys,Expensive,Tribeca,10:00,17:00,5,TRUE
818,Korean,ilili,Expensive,Greenwich Village,10:00,16:00,2,TRUE
819,Indian,Bonqueria,Cheap,Chelsea,10:00,17:00,1,FALSE
820,Spanish,Take31,Cheap,Upper West Side,10:30,18:00,4,TRUE
821,Spanish,Five Guys,Cheap,Soho,9:00,17:00,5,TRUE
822,Thai,Temple Court,Cheap,Chelsea,11:00,17:00,5,FALSE
823,Italian,Witherspoon Grill,Expensive,Lower East Side,9:30,20:00,1,TRUE
824,Mexican,Witherspoon Grill,Medium,Greenwich Village,10:00,18:00,4,TRUE
825,Spanish,MayRee,Expensive,Soho,11:30,17:00,5,FALSE
826,Mexican,MayRee,Medium,East Village,11:00,20:00,5,TRUE
827,Mexican,Hello Saigon,Cheap,Gramercy,9:00,18:00,1,FALSE
828,Thai,Bonqueria,Expensive,West Village,9:30,17:00,2,FALSE
829,Italian,Tartinery,Cheap,Upper West Side,9:00,17:00,2,FALSE
830,Spanish,Fish Cheeks,Expensive,Chelsea,10:00,17:00,1,FALSE
831,Indian,Kimura,Medium,Upper West Side,9:00,16:00,4,FALSE
832,Chinese,Bonqueria,Expensive,Gramercy,11:00,16:00,3,TRUE
833,Spanish,Chipotle,Expensive,Little Italy,11:00,17:00,5,TRUE
834,Thai,Gelso & Grand,Expensive,East Village,10:30,17:00,5,FALSE
835,Chinese,Five Guys,Cheap,West Village,10:00,16:00,5,FALSE
836,Italian,Take31,Expensive,Flushing,10:30,16:00,5,FALSE
837,Mexican,Antoya,Expensive,Upper East Side,9:00,16:00,3,FALSE
838,Korean,Witherspoon Grill,Medium,Upper East Side,10:30,20:00,1,TRUE
839,Indian,Fish Cheeks,Cheap,Flushing,9:30,16:00,5,TRUE
840,Chinese,Essential by Chris,Medium,Upper East Side,10:00,16:00,2,FALSE
841,Korean,Bonqueria,Expensive,Lower East Side,10:00,16:00,5,TRUE
842,Mexican,Gelso & Grand,Expensive,Soho,10:00,17:00,2,TRUE
843,Mexican,Don Angie,Cheap,West Village,11:30,16:00,4,FALSE
844,Mexican,ilili,Medium,Little Italy,9:00,16:00,2,TRUE
845,Mexican,Don Angie,Expensive,Lower East Side,10:00,17:00,4,TRUE
846,Thai,Chipotle,Expensive,Chelsea,10:00,18:00,2,TRUE
847,Italian,Take31,Expensive,Upper East Side,10:00,20:00,3,FALSE
848,Italian,Antoya,Medium,Gramercy,11:00,17:00,4,TRUE
849,Korean,Temple Court,Medium,Gramercy,10:00,20:00,2,TRUE
850,Thai,Five Guys,Expensive,East Village,9:30,16:00,5,FALSE
851,Mexican,Temple Court,Expensive,East Village,9:00,16:00,1,FALSE
852,Indian,Chipotle,Medium,Lower East Side,11:00,20:00,5,TRUE
853,Chinese,Bo Ky,Cheap,Chelsea,9:00,20:00,4,TRUE
854,Mexican,Antoya,Cheap,Little Italy,11:00,18:00,3,TRUE
855,Spanish,Fish Cheeks,Medium,West Village,11:00,17:00,1,FALSE
856,Spanish,Su Jeo,Expensive,Chelsea,10:00,17:00,2,FALSE
857,Thai,Fish Cheeks,Medium,Upper East Side,10:30,16:00,4,FALSE
858,Japanese,Kimura,Expensive,Upper West Side,11:00,21:00,4,FALSE
859,Korean,Don Angie,Cheap,Soho,9:30,18:00,3,TRUE
860,Thai,Gelso & Grand,Expensive,Upper West Side,11:30,21:00,2,TRUE
861,Italian,ilili,Cheap,Chelsea,10:00,21:00,4,TRUE
862,Korean,Witherspoon Grill,Cheap,Upper West Side,11:00,16:00,5,FALSE
863,Korean,Five Guys,Cheap,East Village,9:30,18:00,3,FALSE
864,Japanese,Hello Saigon,Medium,Soho,11:00,20:00,2,TRUE
865,Indian,ilili,Medium,Flushing,9:00,21:00,1,FALSE
866,Japanese,Take31,Expensive,Greenwich Village,10:30,17:00,3,FALSE
867,Japanese,Big Wong,Expensive,Upper West Side,11:30,18:00,2,FALSE
868,Japanese,Kimura,Expensive,Gramercy,11:30,18:00,5,FALSE
869,Japanese,ilili,Expensive,Soho,9:00,20:00,5,TRUE
870,Mexican,Tartinery,Expensive,Soho,11:30,18:00,1,TRUE
871,Italian,Wendy's,Cheap,Gramercy,10:00,17:00,1,FALSE
872,Chinese,MayRee,Medium,East Village,11:30,18:00,1,FALSE
873,Chinese,Five Guys,Medium,Lower East Side,9:00,18:00,1,TRUE
874,Thai,Hello Saigon,Expensive,East Village,9:00,18:00,1,TRUE
875,Japanese,Big Wong,Medium,Soho,9:00,20:00,1,TRUE
876,Italian,Antoya,Cheap,Tribeca,10:00,20:00,4,TRUE
877,Korean,Bo Ky,Cheap,Tribeca,10:00,17:00,3,FALSE
878,Italian,ilili,Medium,Tribeca,10:00,16:00,1,FALSE
879,Indian,Five Guys,Expensive,Lower East Side,9:00,16:00,3,TRUE
880,Indian,Kimura,Expensive,Chelsea,11:00,21:00,5,FALSE
881,Indian,Tartinery,Expensive,Greenwich Village,11:30,16:00,2,FALSE
882,Korean,Five Guys,Expensive,Chelsea,11:30,18:00,5,TRUE
883,Indian,Witherspoon Grill,Expensive,Soho,11:00,18:00,3,FALSE
884,Korean,ilili,Medium,Lower East Side,9:30,21:00,5,TRUE
885,Korean,Witherspoon Grill,Medium,Upper West Side,9:00,16:00,4,TRUE
886,Thai,Fish Cheeks,Cheap,Upper West Side,11:00,20:00,2,FALSE
887,Italian,Fish Cheeks,Cheap,Upper East Side,11:30,17:00,4,TRUE
888,Thai,Essential by Chris,Cheap,West Village,10:00,16:00,5,TRUE
889,Indian,Take31,Expensive,West Village,9:00,18:00,4,FALSE
890,Korean,Hello Saigon,Expensive,Upper West Side,10:00,17:00,1,TRUE
891,Chinese,ilili,Cheap,Chelsea,9:00,16:00,2,TRUE
892,Indian,Five Guys,Expensive,Little Italy,11:00,20:00,2,TRUE
893,Chinese,Antoya,Medium,East Village,10:00,18:00,4,FALSE
894,Chinese,Bonqueria,Cheap,Flushing,9:30,20:00,3,FALSE
895,Japanese,Gelso & Grand,Medium,East Village,9:30,20:00,1,FALSE
896,Italian,Don Angie,Cheap,Little Italy,10:00,18:00,3,FALSE
897,Korean,Big Wong,Cheap,Upper West Side,9:30,18:00,2,TRUE
898,Indian,Chipotle,Medium,Greenwich Village,11:00,21:00,4,FALSE
899,Thai,Essential by Chris,Expensive,Upper West Side,9:00,16:00,2,FALSE
900,Mexican,Bonqueria,Expensive,Flushing,10:00,21:00,4,FALSE
901,Chinese,Su Jeo,Medium,Tribeca,9:30,17:00,2,FALSE
902,Thai,Take31,Expensive,Gramercy,10:30,17:00,5,FALSE
903,Chinese,Witherspoon Grill,Medium,Greenwich Village,11:00,20:00,1,TRUE
904,Indian,Witherspoon Grill,Cheap,Chelsea,9:00,16:00,4,TRUE
905,Korean,Chipotle,Medium,Tribeca,9:30,21:00,3,TRUE
906,Indian,Su Jeo,Cheap,East Village,9:00,17:00,3,TRUE
907,Japanese,Su Jeo,Medium,Upper East Side,9:00,18:00,4,TRUE
908,Korean,Gelso & Grand,Medium,West Village,11:30,21:00,1,TRUE
909,Mexican,MayRee,Cheap,Tribeca,11:00,18:00,2,FALSE
910,Thai,Essential by Chris,Cheap,Upper East Side,10:30,17:00,4,TRUE
911,Spanish,Take31,Cheap,Greenwich Village,11:30,16:00,4,FALSE
912,Mexican,Big Wong,Expensive,Little Italy,10:00,18:00,5,TRUE
913,Thai,Kimura,Expensive,Chelsea,10:00,17:00,3,TRUE
914,Indian,Five Guys,Medium,East Village,9:00,16:00,5,TRUE
915,Japanese,MayRee,Cheap,Upper East Side,10:00,17:00,3,FALSE
916,Chinese,Wendy's,Cheap,Lower East Side,9:00,17:00,2,FALSE
917,Thai,Bo Ky,Expensive,Upper West Side,9:30,16:00,1,TRUE
918,Mexican,Temple Court,Expensive,Soho,9:30,16:00,1,TRUE
919,Spanish,Five Guys,Medium,Lower East Side,11:00,17:00,4,TRUE
920,Spanish,Hello Saigon,Cheap,Upper East Side,10:30,21:00,2,FALSE
921,Chinese,Essential by Chris,Expensive,West Village,9:30,17:00,1,FALSE
922,Italian,Gelso & Grand,Expensive,Tribeca,11:30,20:00,1,FALSE
923,Spanish,ilili,Cheap,Upper East Side,11:30,21:00,5,TRUE
924,Mexican,Bo Ky,Cheap,Tribeca,11:30,20:00,1,TRUE
925,Indian,Temple Court,Expensive,Tribeca,9:00,16:00,1,TRUE
926,Thai,Bonqueria,Medium,Soho,10:00,17:00,3,FALSE
927,Japanese,Wendy's,Medium,Tribeca,11:00,17:00,3,TRUE
928,Spanish,Big Wong,Medium,Upper West Side,9:00,16:00,2,TRUE
929,Thai,Essential by Chris,Expensive,Tribeca,10:00,20:00,2,FALSE
930,Korean,Chipotle,Expensive,Upper East Side,11:00,17:00,1,FALSE
931,Thai,Don Angie,Expensive,Upper West Side,11:00,18:00,2,FALSE
932,Italian,Bo Ky,Cheap,Greenwich Village,9:30,20:00,5,FALSE
933,Indian,Chipotle,Expensive,Little Italy,9:30,21:00,4,FALSE
934,Spanish,Hello Saigon,Medium,Upper East Side,11:00,17:00,5,TRUE
935,Italian,Fish Cheeks,Cheap,Upper East Side,10:00,17:00,5,FALSE
936,Japanese,Hello Saigon,Cheap,Chelsea,10:30,17:00,3,TRUE
937,Japanese,Five Guys,Cheap,Gramercy,11:30,18:00,1,FALSE
938,Italian,Hello Saigon,Cheap,Upper East Side,10:00,20:00,4,FALSE
939,Korean,Don Angie,Expensive,Chelsea,11:30,17:00,2,FALSE
940,Chinese,Wendy's,Medium,Upper East Side,11:00,20:00,1,TRUE
941,Mexican,Tartinery,Medium,East Village,10:00,18:00,1,TRUE
942,Thai,Don Angie,Medium,West Village,9:30,16:00,3,TRUE
943,Spanish,Wendy's,Cheap,Lower East Side,10:30,18:00,5,TRUE
944,Korean,Hello Saigon,Medium,Gramercy,10:30,16:00,2,FALSE
945,Indian,Chipotle,Cheap,East Village,11:00,17:00,1,FALSE
946,Spanish,Essential by Chris,Medium,Soho,11:00,16:00,5,TRUE
947,Thai,ilili,Expensive,East Village,11:30,17:00,1,TRUE
948,Thai,Bo Ky,Medium,Chelsea,9:00,20:00,4,TRUE
949,Korean,Tartinery,Expensive,Upper West Side,11:30,18:00,3,FALSE
950,Japanese,Fish Cheeks,Expensive,West Village,11:00,16:00,3,TRUE
951,Spanish,Witherspoon Grill,Medium,Greenwich Village,9:00,17:00,3,TRUE
952,Thai,Chipotle,Cheap,Little Italy,10:00,17:00,1,FALSE
953,Chinese,ilili,Medium,Tribeca,10:00,20:00,1,FALSE
954,Spanish,Take31,Expensive,Little Italy,11:00,17:00,5,TRUE
955,Mexican,Wendy's,Medium,Tribeca,11:00,18:00,3,FALSE
956,Indian,Hello Saigon,Cheap,Little Italy,9:30,20:00,4,TRUE
957,Italian,Hello Saigon,Cheap,Tribeca,10:00,17:00,3,FALSE
958,Japanese,MayRee,Medium,Tribeca,10:30,18:00,1,TRUE
959,Chinese,MayRee,Medium,East Village,9:00,17:00,3,FALSE
960,Thai,Bonqueria,Cheap,Flushing,10:30,20:00,1,FALSE
961,Indian,Witherspoon Grill,Expensive,Flushing,10:00,16:00,3,FALSE
962,Thai,Essential by Chris,Medium,Lower East Side,10:00,20:00,2,FALSE
963,Korean,Temple Court,Cheap,Upper East Side,9:00,17:00,2,FALSE
964,Japanese,Witherspoon Grill,Expensive,Greenwich Village,10:00,20:00,4,TRUE
965,Chinese,Tartinery,Expensive,Upper West Side,11:30,18:00,2,FALSE
966,Chinese,Five Guys,Medium,Little Italy,9:00,20:00,2,TRUE
967,Italian,Kimura,Expensive,Lower East Side,9:00,17:00,3,FALSE
968,Korean,Bonqueria,Medium,Lower East Side,10:00,17:00,5,FALSE
969,Indian,Chipotle,Medium,Greenwich Village,10:00,17:00,1,FALSE
970,Indian,Antoya,Medium,Lower East Side,10:00,16:00,4,FALSE
971,Thai,Bo Ky,Medium,Chelsea,9:30,16:00,4,TRUE
972,Thai,Kimura,Medium,Greenwich Village,10:00,18:00,3,FALSE
973,Indian,Bo Ky,Medium,Chelsea,10:30,16:00,5,TRUE
974,Mexican,Essential by Chris,Medium,Lower East Side,10:00,16:00,2,FALSE
975,Thai,Tartinery,Medium,Chelsea,11:00,16:00,3,FALSE
976,Italian,Temple Court,Medium,Lower East Side,10:00,17:00,4,TRUE
977,Spanish,Antoya,Medium,Upper West Side,11:00,17:00,1,FALSE
978,Indian,Temple Court,Cheap,Gramercy,9:30,18:00,4,FALSE
979,Mexican,Antoya,Expensive,Upper East Side,10:00,20:00,3,TRUE
980,Italian,Su Jeo,Cheap,West Village,11:00,17:00,1,FALSE
981,Indian,Wendy's,Expensive,Greenwich Village,9:30,16:00,1,FALSE
982,Indian,Fish Cheeks,Medium,Soho,11:00,20:00,2,FALSE
983,Mexican,Don Angie,Medium,Gramercy,11:00,17:00,1,TRUE
984,Indian,Don Angie,Cheap,Upper West Side,11:30,18:00,4,FALSE
985,Japanese,Su Jeo,Expensive,Little Italy,9:00,17:00,1,TRUE
986,Mexican,Five Guys,Expensive,Soho,11:30,21:00,5,TRUE
987,Japanese,Bo Ky,Cheap,Gramercy,11:30,20:00,5,FALSE
988,Italian,Antoya,Medium,Soho,11:30,21:00,2,TRUE
989,Indian,Antoya,Cheap,Gramercy,9:00,20:00,4,TRUE
990,Mexican,Chipotle,Cheap,Flushing,10:00,21:00,1,FALSE
991,Chinese,Big Wong,Medium,West Village,10:30,17:00,5,FALSE
992,Spanish,Don Angie,Expensive,Soho,10:00,17:00,2,FALSE
993,Korean,Su Jeo,Expensive,Chelsea,9:00,16:00,3,TRUE
994,Thai,Gelso & Grand,Cheap,Flushing,10:00,20:00,1,FALSE
995,Indian,Gelso & Grand,Cheap,Greenwich Village,10:00,16:00,3,TRUE
996,Thai,Fish Cheeks,Medium,Greenwich Village,9:00,16:00,3,FALSE
997,Japanese,Tartinery,Medium,Upper West Side,10:00,17:00,4,TRUE
998,Spanish,Su Jeo,Cheap,East Village,10:30,20:00,5,FALSE
999,Mexican,Fish Cheeks,Cheap,East Village,11:00,20:00,2,TRUE
1000,Spanish,Tartinery,Cheap,Lower East Side,10:00,16:00,3,TRUE
